订单号,来源,配送方式,商品金额,期望送达时间,下单时间,打包时间,妥投时间,ctype
55215760,饿了么,配送,165.0,2021-12-03 19:00:00 - 2021-12-03 19:00:00,2021/12/3 9:25,2021/12/3 9:33,2021/12/3 19:06,D
55316901,企业团购,配送,269.2,2021-12-03 20:30:00 - 2021-12-03 22:00:00,2021/12/3 19:15,2021/12/3 19:32,2021/12/3 19:39,D
55317839,饿了么,配送,55.0,2021-12-03 19:18:00 - 2021-12-03 20:18:00,2021/12/3 19:18,2021/12/3 19:44,2021/12/3 19:49,D
55318310,企业团购,配送,253.6,2021-12-03 20:30:00 - 2021-12-03 22:00:00,2021/12/3 19:49,2021/12/3 19:52,2021/12/3 19:55,D
55319606,美团,配送,69.9,2021-12-03 19:21:00 - 2021-12-03 20:20:00,2021/12/3 19:20,2021/12/3 19:32,2021/12/3 19:56,C
55320261,美团,配送,166.18,2021-12-03 19:14:00 - 2021-12-03 20:14:00,2021/12/3 19:14,2021/12/3 19:33,2021/12/3 19:58,C
55321260,饿了么,配送,40.0,2021-12-03 19:14:00 - 2021-12-03 20:13:00,2021/12/3 19:13,2021/12/3 19:33,2021/12/3 20:12,D
55322318,企业团购,自提,37.7,2021-12-04 08:30:00 - 2021-12-04 09:30:00,2021/12/3 20:51,2021/12/3 20:56,2021/12/3 21:01,D
55323777,美团,配送,37.0,2021-12-03 20:16:00 - 2021-12-03 21:16:00,2021/12/3 20:16,2021/12/3 20:44,2021/12/3 21:10,D
55324597,企业团购,配送,180.0,2021-12-04 08:30:00 - 2021-12-04 09:30:00,2021/12/3 21:08,2021/12/3 21:17,2021/12/3 21:17,A
55325767,企业团购,配送,334.4,2021-12-04 06:00:00 - 2021-12-04 08:30:00,2021/12/3 18:33,2021/12/3 22:44,2021/12/3 22:50,D
55326597,企业团购,配送,314.0,2021-12-04 06:00:00 - 2021-12-04 08:30:00,2021/12/3 18:46,2021/12/3 22:44,2021/12/3 22:50,D
55327196,企业团购,配送,1821.15,2021-12-04 06:00:00 - 2021-12-04 09:30:00,2021/12/3 17:52,2021/12/4 6:15,2021/12/4 6:20,B
55328468,企业团购,配送,1159.6,2021-12-04 06:00:00 - 2021-12-04 08:30:00,2021/12/3 20:19,2021/12/4 6:17,2021/12/4 6:20,B
55329696,企业团购,配送,495.5,2021-12-04 06:00:00 - 2021-12-04 08:00:00,2021/12/3 17:19,2021/12/4 6:13,2021/12/4 6:20,D
55330344,企业团购,配送,17.94,2021-12-04 06:00:00 - 2021-12-04 08:00:00,2021/12/3 21:43,2021/12/4 6:14,2021/12/4 6:20,D
55231719,企业团购,配送,376.1,2021-12-04 06:00:00 - 2021-12-04 08:00:00,2021/12/3 14:34,2021/12/4 6:14,2021/12/4 6:20,D
55332420,企业团购,配送,177.6,2021-12-04 06:00:00 - 2021-12-04 08:00:00,2021/12/3 17:17,2021/12/4 6:13,2021/12/4 6:20,A
55333114,企业团购,配送,219.12,2021-12-04 06:00:00 - 2021-12-04 08:30:00,2021/12/3 20:10,2021/12/4 6:17,2021/12/4 6:20,A
55334494,企业团购,配送,200.0,2021-12-04 06:00:00 - 2021-12-04 08:00:00,2021/12/3 21:42,2021/12/4 6:30,2021/12/4 6:40,A
55335942,企业团购,配送,1854.32,2021-12-04 06:00:00 - 2021-12-04 08:00:00,2021/12/3 21:54,2021/12/4 6:30,2021/12/4 6:40,B
55336866,企业团购,配送,118.9,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 8:19,2021/12/4 8:25,2021/12/4 9:00,B
55337660,企业团购,配送,200.71,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 8:49,2021/12/4 8:57,2021/12/4 9:28,A
55338302,京东到家,配送,109.9,2021-12-04 09:46:00 - 2021-12-04 10:41:00,2021/12/4 9:15,2021/12/4 9:17,2021/12/4 9:32,C
55339448,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 6:46,2021/12/4 8:15,2021/12/4 9:34,C
55340604,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:36,2021/12/4 8:18,2021/12/4 9:34,C
55341344,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:25,2021/12/4 8:12,2021/12/4 9:37,C
55342393,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 8:10,2021/12/4 8:18,2021/12/4 9:37,C
55343302,京东到家,配送,109.9,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:23,2021/12/4 8:12,2021/12/4 9:37,C
55344332,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:40:00,2021/12/4 7:45,2021/12/4 8:18,2021/12/4 9:37,C
55345804,京东到家,配送,109.9,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 5:59,2021/12/4 8:15,2021/12/4 9:38,C
55346786,京东到家,配送,109.9,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:12,2021/12/4 8:12,2021/12/4 9:38,C
55347837,京东到家,配送,160.6,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 8:30,2021/12/4 8:44,2021/12/4 9:40,C
55348077,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:35,2021/12/4 8:15,2021/12/4 9:43,C
55349966,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 8:16,2021/12/4 8:21,2021/12/4 9:43,C
55350352,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:59,2021/12/4 8:11,2021/12/4 9:43,C
55351070,京东到家,配送,219.8,2021-12-04 09:30:00 - 2021-12-04 10:25:00,2021/12/4 7:27,2021/12/4 8:12,2021/12/4 9:43,C
55352037,饿了么,配送,162.0,2021-12-04 10:00:00 - 2021-12-04 10:00:00,2021/12/3 22:17,2021/12/4 8:11,2021/12/4 9:45,D
55353669,企业团购,配送,208.8,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 8:33,2021/12/4 9:02,2021/12/4 9:50,A
55354735,企业团购,配送,209.4,2021-12-04 10:30:00 - 2021-12-04 11:30:00,2021/12/4 9:43,2021/12/4 9:49,2021/12/4 9:50,A
55355126,京东到家,配送,103.6,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 8:05,2021/12/4 8:11,2021/12/4 9:50,C
55356432,京东到家,配送,222.0,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 7:56,2021/12/4 8:07,2021/12/4 9:53,C
55357580,京东到家,配送,123.7,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 8:21,2021/12/4 8:28,2021/12/4 9:53,C
55358812,饿了么,配送,185.9,2021-12-04 10:15:00 - 2021-12-04 10:15:00,2021/12/4 8:54,2021/12/4 9:03,2021/12/4 10:00,D
55359746,京东到家,配送,109.9,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 7:08,2021/12/4 8:15,2021/12/4 10:03,C
55360349,企业团购,配送,173.2,2021-12-04 10:30:00 - 2021-12-04 11:30:00,2021/12/4 9:56,2021/12/4 10:05,2021/12/4 10:06,A
55261432,企业团购,配送,418.9,2021-12-02 00:00:00 - 2021-12-02 23:59:00,2021/12/1 17:42,2021/12/3 13:33,2021/12/4 10:11,D
55362891,企业团购,配送,172.8,2021-12-04 09:30:00 - 2021-12-04 10:30:00,2021/12/4 8:56,2021/12/4 9:13,2021/12/4 10:13,A
55363315,饿了么,配送,41.5,2021-12-04 10:45:00 - 2021-12-04 10:45:00,2021/12/3 21:22,2021/12/4 8:25,2021/12/4 10:30,D
55364991,企业团购,配送,259.0,2021-12-04 10:30:00 - 2021-12-04 11:30:00,2021/12/4 9:04,2021/12/4 9:13,2021/12/4 10:39,D
55365718,饿了么,配送,254.8,2021-12-04 09:39:00 - 2021-12-04 10:40:00,2021/12/4 9:39,2021/12/4 9:51,2021/12/4 10:47,D
55366309,饿了么,配送,117.3,2021-12-04 09:50:00 - 2021-12-04 10:48:00,2021/12/4 9:50,2021/12/4 10:00,2021/12/4 10:54,D
55267956,企业团购,配送,650.69,2021-12-02 00:00:00 - 2021-12-02 23:59:00,2021/12/1 18:52,2021/12/3 13:33,2021/12/4 10:55,B
55368892,京东到家,配送,209.0,2021-12-04 10:46:00 - 2021-12-04 11:41:00,2021/12/4 10:15,2021/12/4 10:23,2021/12/4 10:57,C
55369164,企业团购,配送,179.47,2021-12-04 11:30:00 - 2021-12-04 12:30:00,2021/12/4 10:50,2021/12/4 10:57,2021/12/4 11:06,A
55370631,京东到家,配送,99.0,2021-12-04 11:28:00 - 2021-12-04 12:23:00,2021/12/4 10:57,2021/12/4 11:02,2021/12/4 11:08,C
55371664,企业团购,配送,2355.5,2021-12-04 06:00:00 - 2021-12-04 16:00:00,2021/12/4 9:26,2021/12/4 9:57,2021/12/4 11:46,B
55272721,企业团购,配送,432.6,2021-12-02 00:00:00 - 2021-12-02 23:59:00,2021/12/1 20:06,2021/12/3 13:33,2021/12/4 11:53,D
55373998,企业团购,配送,167.1,2021-12-04 12:30:00 - 2021-12-04 13:30:00,2021/12/4 11:39,2021/12/4 11:46,2021/12/4 11:59,A
55374861,企业团购,配送,185.94,2021-12-04 12:30:00 - 2021-12-04 13:30:00,2021/12/4 11:18,2021/12/4 11:44,2021/12/4 12:13,A
55375885,饿了么,配送,163.6,2021-12-04 11:11:00 - 2021-12-04 12:37:00,2021/12/4 11:11,2021/12/4 11:19,2021/12/4 12:15,D
55376559,京东到家,配送,219.8,2021-12-04 12:35:00 - 2021-12-04 13:30:00,2021/12/4 12:04,2021/12/4 12:08,2021/12/4 12:26,C
55377091,京东到家,配送,109.9,2021-12-04 12:40:00 - 2021-12-04 13:35:00,2021/12/4 12:09,2021/12/4 12:12,2021/12/4 12:31,C
55378974,京东到家,配送,209.7,2021-12-04 12:46:00 - 2021-12-04 13:46:00,2021/12/4 12:15,2021/12/4 12:19,2021/12/4 12:38,C
55379626,京东到家,配送,104.0,2021-12-04 12:57:00 - 2021-12-04 13:52:00,2021/12/4 12:26,2021/12/4 12:30,2021/12/4 12:44,C
55180650,企业团购,配送,481.41,2021-12-02 00:00:00 - 2021-12-02 23:59:00,2021/12/1 16:40,2021/12/3 13:33,2021/12/4 12:55,D
55381844,企业团购,配送,174.1,2021-12-04 13:30:00 - 2021-12-04 14:30:00,2021/12/4 12:50,2021/12/4 12:57,2021/12/4 12:58,A
55382180,京东到家,配送,219.8,2021-12-04 13:15:00 - 2021-12-04 14:10:00,2021/12/4 12:44,2021/12/4 12:47,2021/12/4 13:04,C
55383533,京东到家,配送,232.99,2021-12-04 13:15:00 - 2021-12-04 14:10:00,2021/12/3 22:49,2021/12/4 8:22,2021/12/4 13:18,C
55384216,饿了么,配送,139.2,2021-12-04 12:57:00 - 2021-12-04 13:49:00,2021/12/4 12:56,2021/12/4 13:01,2021/12/4 13:19,D
55185505,企业团购,配送,681.7,2021-12-02 00:00:00 - 2021-12-02 23:59:00,2021/12/1 11:23,2021/12/3 13:33,2021/12/4 13:30,B
55386113,京东到家,配送,109.9,2021-12-04 13:43:00 - 2021-12-04 14:38:00,2021/12/4 13:12,2021/12/4 13:16,2021/12/4 13:31,C
55387239,美团,配送,21.0,2021-12-04 13:07:00 - 2021-12-04 14:07:00,2021/12/4 13:06,2021/12/4 13:10,2021/12/4 13:34,D
55388916,京东到家,配送,209.7,2021-12-04 13:22:00 - 2021-12-04 14:22:00,2021/12/4 12:51,2021/12/4 12:57,2021/12/4 13:38,C
55389376,京东到家,配送,100.8,2021-12-04 13:38:00 - 2021-12-04 14:33:00,2021/12/4 13:07,2021/12/4 13:16,2021/12/4 13:48,C
55390493,京东到家,配送,21.8,2021-12-04 13:53:00 - 2021-12-04 14:53:00,2021/12/4 13:22,2021/12/4 13:28,2021/12/4 14:04,C
55391384,美团,配送,205.4,2021-12-04 13:44:00 - 2021-12-04 14:44:00,2021/12/4 13:44,2021/12/4 13:51,2021/12/4 14:19,C
55392280,企业团购,配送,197.18,2021-12-04 15:30:00 - 2021-12-04 16:30:00,2021/12/4 14:16,2021/12/4 14:23,2021/12/4 14:26,A
55393150,京东到家,配送,212.47,2021-12-04 14:19:00 - 2021-12-04 15:19:00,2021/12/4 13:48,2021/12/4 14:04,2021/12/4 14:35,C
55394181,饿了么,配送,209.2,2021-12-04 13:16:00 - 2021-12-04 14:26:00,2021/12/4 13:16,2021/12/4 13:35,2021/12/4 14:45,D
55395682,饿了么,配送,136.3,2021-12-04 13:54:00 - 2021-12-04 15:19:00,2021/12/4 13:54,2021/12/4 14:08,2021/12/4 15:10,D
55396391,美团,配送,105.0,2021-12-04 14:57:00 - 2021-12-04 15:57:00,2021/12/4 14:57,2021/12/4 15:01,2021/12/4 15:35,C
55397892,饿了么,配送,198.0,2021-12-04 14:48:00 - 2021-12-04 15:34:00,2021/12/4 14:48,2021/12/4 14:53,2021/12/4 15:45,D
55398641,饿了么,配送,209.0,2021-12-04 15:16:00 - 2021-12-04 15:55:00,2021/12/4 15:16,2021/12/4 15:22,2021/12/4 15:51,D
55399283,企业团购,配送,219.2,2021-12-04 16:30:00 - 2021-12-04 17:30:00,2021/12/4 15:27,2021/12/4 15:32,2021/12/4 15:56,A
55400933,饿了么,配送,327.4,2021-12-04 14:56:00 - 2021-12-04 16:26:00,2021/12/4 14:56,2021/12/4 15:06,2021/12/4 16:02,?
55401412,京东到家,配送,104.0,2021-12-04 16:05:00 - 2021-12-04 17:00:00,2021/12/4 15:34,2021/12/4 15:40,2021/12/4 16:03,?
55402143,京东到家,配送,104.0,2021-12-04 16:06:00 - 2021-12-04 17:01:00,2021/12/4 15:34,2021/12/4 15:47,2021/12/4 16:03,?
55403085,京东到家,配送,164.91,2021-12-04 16:30:00 - 2021-12-04 17:25:00,2021/12/4 15:59,2021/12/4 16:07,2021/12/4 16:22,?
55404314,饿了么,配送,179.06,2021-12-04 15:34:00 - 2021-12-04 16:49:00,2021/12/4 15:34,2021/12/4 15:40,2021/12/4 16:22,?
55405854,企业团购,配送,211.01,2021-12-04 16:30:00 - 2021-12-04 17:30:00,2021/12/4 15:59,2021/12/4 16:07,2021/12/4 16:27,?
55406010,企业团购,配送,214.01,2021-12-04 16:30:00 - 2021-12-04 17:30:00,2021/12/4 15:48,2021/12/4 15:55,2021/12/4 16:27,?
55407741,企业团购,配送,217.21,2021-12-04 17:30:00 - 2021-12-04 18:30:00,2021/12/4 16:11,2021/12/4 16:25,2021/12/4 16:29,?
55408488,京东到家,配送,188.1,2021-12-04 16:19:00 - 2021-12-04 17:14:00,2021/12/4 15:48,2021/12/4 15:58,2021/12/4 16:34,?
55309106,企业团购,配送,474.77,2021-12-02 00:00:00 - 2021-12-02 23:59:00,2021/12/1 17:26,2021/12/3 13:33,2021/12/4 16:50,?
55410215,京东到家,配送,104.0,2021-12-04 16:57:00 - 2021-12-04 17:52:00,2021/12/4 16:26,2021/12/4 16:33,2021/12/4 16:55,?
55411842,京东到家,配送,104.0,2021-12-04 17:00:00 - 2021-12-04 17:55:00,2021/12/4 16:29,2021/12/4 16:32,2021/12/4 16:56,?
55412392,京东到家,配送,104.0,2021-12-04 16:57:00 - 2021-12-04 17:52:00,2021/12/4 16:26,2021/12/4 16:31,2021/12/4 16:56,?
55413835,京东到家,配送,104.0,2021-12-04 16:59:00 - 2021-12-04 17:54:00,2021/12/4 16:28,2021/12/4 16:32,2021/12/4 16:56,?
55414708,企业团购,配送,197.4,2021-12-04 17:30:00 - 2021-12-04 18:30:00,2021/12/4 16:52,2021/12/4 16:55,2021/12/4 17:04,?
55415473,京东到家,配送,203.7,2021-12-04 17:21:00 - 2021-12-04 18:16:00,2021/12/4 16:50,2021/12/4 16:57,2021/12/4 17:06,?
55416355,美团,配送,97.7,2021-12-04 16:51:00 - 2021-12-04 17:52:00,2021/12/4 16:51,2021/12/4 16:57,2021/12/4 17:21,?
55417048,饿了么,配送,49.51,2021-12-04 16:19:00 - 2021-12-04 17:39:00,2021/12/4 16:19,2021/12/4 16:25,2021/12/4 17:22,?
55418677,美团,配送,41.9,2021-12-04 17:14:00 - 2021-12-04 18:14:00,2021/12/4 17:13,2021/12/4 17:18,2021/12/4 17:27,?
55419551,企业团购,配送,176.6,2021-12-04 18:30:00 - 2021-12-04 19:30:00,2021/12/4 17:30,2021/12/4 17:31,2021/12/4 17:33,?
55420126,企业团购,配送,169.1,2021-12-04 18:30:00 - 2021-12-04 19:30:00,2021/12/4 17:39,2021/12/4 17:41,2021/12/4 17:44,?
55421418,企业团购,配送,184.96,2021-12-04 19:30:00 - 2021-12-04 20:30:00,2021/12/4 18:06,2021/12/4 18:10,2021/12/4 18:19,?
55422463,企业团购,配送,167.96,2021-12-04 19:30:00 - 2021-12-04 20:30:00,2021/12/4 18:14,2021/12/4 18:20,2021/12/4 18:23,?
55423901,京东到家,配送,119.6,2021-12-04 18:13:00 - 2021-12-04 19:13:00,2021/12/4 17:41,2021/12/4 17:45,2021/12/4 18:31,?
55424171,饿了么,配送,414.0,2021-12-04 18:11:00 - 2021-12-04 19:01:00,2021/12/4 18:11,2021/12/4 18:20,2021/12/4 18:31,?
55425141,美团,配送,66.5,2021-12-04 17:34:00 - 2021-12-04 18:38:00,2021/12/4 17:34,2021/12/4 17:37,2021/12/4 18:36,?
55426748,京东到家,配送,328.01,2021-12-04 18:30:00 - 2021-12-04 19:25:00,2021/12/3 23:32,2021/12/4 8:22,2021/12/4 18:50,?
55427324,饿了么,配送,133.51,2021-12-04 17:57:00 - 2021-12-04 19:20:00,2021/12/4 17:56,2021/12/4 18:03,2021/12/4 18:57,?
55428890,企业团购,配送,279.1,2021-12-04 19:30:00 - 2021-12-04 20:30:00,2021/12/4 18:38,2021/12/4 18:44,2021/12/4 19:06,?
55429713,饿了么,配送,28.2,2021-12-04 18:55:00 - 2021-12-04 19:33:00,2021/12/4 18:55,2021/12/4 18:59,2021/12/4 19:11,?
55430509,京东到家,配送,205.6,2021-12-04 19:36:00 - 2021-12-04 20:31:00,2021/12/4 19:05,2021/12/4 19:11,2021/12/4 19:27,?
55431312,企业团购,配送,161.4,2021-12-04 19:30:00 - 2021-12-04 20:30:00,2021/12/4 18:35,2021/12/4 18:54,2021/12/4 19:27,?
55432619,企业团购,自提,414.0,2021-12-04 20:30:00 - 2021-12-04 22:00:00,2021/12/4 19:29,2021/12/4 19:35,2021/12/4 19:36,?
55433135,京东到家,配送,99.5,2021-12-04 19:53:00 - 2021-12-04 20:48:00,2021/12/4 19:22,2021/12/4 19:24,2021/12/4 19:52,?
55434735,饿了么,配送,69.9,2021-12-04 19:27:00 - 2021-12-04 20:14:00,2021/12/4 19:26,2021/12/4 19:32,2021/12/4 20:12,?
55435670,京东到家,配送,117.19,2021-12-04 20:25:00 - 2021-12-04 21:25:00,2021/12/4 19:54,2021/12/4 20:02,2021/12/4 20:19,?
55436275,企业团购,配送,159.9,2021-12-05 08:30:00 - 2021-12-05 09:30:00,2021/12/4 20:21,2021/12/4 20:29,2021/12/4 20:33,?
55437081,企业团购,配送,370.6,2021-12-04 20:30:00 - 2021-12-04 22:00:00,2021/12/4 19:43,2021/12/4 19:55,2021/12/4 20:37,?
55438426,企业团购,配送,202.33,2021-12-04 20:30:00 - 2021-12-04 22:00:00,2021/12/4 19:39,2021/12/4 19:48,2021/12/4 20:45,?
55439051,京东到家,配送,100.8,2021-12-04 20:54:00 - 2021-12-04 21:49:00,2021/12/4 20:23,2021/12/4 20:28,2021/12/4 20:45,?
55440197,企业团购,配送,181.85,2021-12-05 08:30:00 - 2021-12-05 09:30:00,2021/12/4 20:37,2021/12/4 20:42,2021/12/4 20:47,?
55441848,企业团购,配送,179.9,2021-12-05 08:30:00 - 2021-12-05 09:30:00,2021/12/4 20:15,2021/12/4 20:22,2021/12/4 20:49,?
55442440,企业团购,配送,169.59,2021-12-05 20:30:00 - 2021-12-05 22:00:00,2021/12/4 20:45,2021/12/4 20:54,2021/12/4 20:55,?
55443289,企业团购,配送,179.7,2021-12-05 08:30:00 - 2021-12-05 09:30:00,2021/12/4 20:55,2021/12/4 21:02,2021/12/4 21:04,?
55444322,饿了么,配送,177.7,2021-12-04 20:52:00 - 2021-12-04 22:02:00,2021/12/4 20:52,2021/12/4 20:57,2021/12/4 21:18,?
55445824,美团,配送,33.6,2021-12-04 20:31:00 - 2021-12-04 21:41:00,2021/12/4 20:31,2021/12/4 20:39,2021/12/4 21:39,?
55446193,企业团购,配送,200.0,2021-12-05 06:00:00 - 2021-12-05 08:00:00,2021/12/4 14:56,2021/12/5 6:22,2021/12/5 6:30,?
55447620,企业团购,配送,471.35,2021-12-05 06:00:00 - 2021-12-05 08:00:00,2021/12/4 13:31,2021/12/5 6:29,2021/12/5 6:30,?
55448642,企业团购,配送,1698.0,2021-12-05 06:00:00 - 2021-12-05 08:00:00,2021/12/4 18:28,2021/12/5 6:23,2021/12/5 6:30,?
55449395,企业团购,配送,1435.38,2021-12-05 06:00:00 - 2021-12-05 08:00:00,2021/12/4 15:24,2021/12/5 6:22,2021/12/5 6:30,?
55450418,企业团购,配送,39.8,2021-12-05 08:30:00 - 2021-12-05 09:30:00,2021/12/4 21:07,2021/12/5 8:06,2021/12/5 8:36,?
55451115,京东到家,配送,100.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/4 21:21,2021/12/5 8:14,2021/12/5 9:31,?
55452542,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 6:38,2021/12/5 8:19,2021/12/5 9:37,?
55453982,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 8:39,2021/12/5 8:47,2021/12/5 9:41,?
55454393,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 6:55,2021/12/5 8:23,2021/12/5 9:42,?
55455009,京东到家,配送,140.0,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/4 22:00,2021/12/5 8:21,2021/12/5 9:43,?
55456448,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:30:00,2021/12/5 7:33,2021/12/5 8:24,2021/12/5 9:46,?
55457674,京东到家,配送,199.54,2021-12-05 09:30:00 - 2021-12-05 10:30:00,2021/12/5 8:40,2021/12/5 8:55,2021/12/5 9:49,?
55458313,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:19,2021/12/5 8:19,2021/12/5 9:52,?
55459031,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:21,2021/12/5 8:23,2021/12/5 9:52,?
55460098,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:12,2021/12/5 8:23,2021/12/5 9:55,?
55461158,京东到家,配送,103.01,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 8:22,2021/12/5 8:49,2021/12/5 9:55,?
55462904,京东到家,配送,148.53,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 8:35,2021/12/5 8:41,2021/12/5 9:56,?
55463695,京东到家,配送,109.9,2021-12-05 09:45:00 - 2021-12-05 10:40:00,2021/12/5 7:09,2021/12/5 8:24,2021/12/5 9:59,?
55464941,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:20,2021/12/5 8:19,2021/12/5 10:01,?
55465123,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 4:47,2021/12/5 8:22,2021/12/5 10:01,?
55466984,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 4:49,2021/12/5 8:23,2021/12/5 10:01,?
55467187,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 6:48,2021/12/5 8:23,2021/12/5 10:01,?
55468535,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:18,2021/12/5 8:20,2021/12/5 10:02,?
55469261,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:00,2021/12/5 8:20,2021/12/5 10:02,?
55470362,京东到家,配送,219.8,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 7:27,2021/12/5 8:21,2021/12/5 10:02,?
55471655,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 5:07,2021/12/5 8:23,2021/12/5 10:02,?
55472413,京东到家,配送,109.9,2021-12-05 09:30:00 - 2021-12-05 10:25:00,2021/12/5 6:43,2021/12/5 8:23,2021/12/5 10:02,?
55473872,京东到家,配送,219.8,2021-12-05 09:38:00 - 2021-12-05 10:33:00,2021/12/5 9:06,2021/12/5 9:18,2021/12/5 10:03,?
55474592,京东到家,配送,164.91,2021-12-05 10:18:00 - 2021-12-05 11:13:00,2021/12/5 9:47,2021/12/5 9:52,2021/12/5 10:10,?
55475750,企业团购,配送,193.9,2021-12-05 10:30:00 - 2021-12-05 11:30:00,2021/12/5 9:03,2021/12/5 9:24,2021/12/5 10:18,?
55476664,饿了么,配送,135.1,2021-12-05 10:30:00 - 2021-12-05 10:30:00,2021/12/5 8:37,2021/12/5 8:48,2021/12/5 10:18,?
55477580,京东到家,配送,167.71,2021-12-05 10:31:00 - 2021-12-05 11:26:00,2021/12/5 9:59,2021/12/5 10:04,2021/12/5 10:23,?
55478127,京东到家,配送,106.65,2021-12-05 10:37:00 - 2021-12-05 11:32:00,2021/12/5 10:06,2021/12/5 10:12,2021/12/5 10:25,?
55479286,京东到家,配送,328.01,2021-12-05 10:42:00 - 2021-12-05 11:37:00,2021/12/5 10:11,2021/12/5 10:20,2021/12/5 10:34,?
55480974,美团,配送,214.5,2021-12-05 10:12:00 - 2021-12-05 11:12:00,2021/12/5 10:11,2021/12/5 10:21,2021/12/5 10:41,?
55481998,饿了么,配送,359.92,2021-12-05 11:00:00 - 2021-12-05 11:00:00,2021/12/4 21:48,2021/12/5 9:03,2021/12/5 10:45,?
55482327,美团,配送,214.8,2021-12-05 10:22:00 - 2021-12-05 11:22:00,2021/12/5 10:22,2021/12/5 10:35,2021/12/5 10:49,?
55483947,京东到家,配送,109.9,2021-12-05 10:55:00 - 2021-12-05 11:50:00,2021/12/5 10:24,2021/12/5 10:35,2021/12/5 10:50,?
55484206,京东到家,配送,219.8,2021-12-05 11:07:00 - 2021-12-05 12:02:00,2021/12/5 10:36,2021/12/5 10:41,2021/12/5 10:58,?
55485021,企业团购,配送,272.4,2021-12-05 11:30:00 - 2021-12-05 12:30:00,2021/12/5 10:11,2021/12/5 10:30,2021/12/5 11:01,?
55486838,企业团购,配送,210.4,2021-12-05 11:30:00 - 2021-12-05 12:30:00,2021/12/5 10:13,2021/12/5 10:30,2021/12/5 11:01,?
55587693,企业团购,配送,164.2,2021-12-05 12:30:00 - 2021-12-05 13:30:00,2021/12/5 11:04,2021/12/5 11:09,2021/12/5 11:12,?
55488657,企业团购,配送,161.3,2021-12-05 11:30:00 - 2021-12-05 12:30:00,2021/12/5 10:22,2021/12/5 10:37,2021/12/5 11:13,?
55489468,京东到家,配送,109.9,2021-12-05 11:14:00 - 2021-12-05 12:09:00,2021/12/5 10:42,2021/12/5 10:51,2021/12/5 11:15,?
55490872,企业团购,配送,256.2,2021-12-05 11:30:00 - 2021-12-05 12:30:00,2021/12/5 10:35,2021/12/5 10:52,2021/12/5 11:29,?
