订单号,来源,配送方式,商品金额,期望送达时间,下单时间,打包时间,妥投时间,ctype
46162902,企业团购,配送,1353.0,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:31,2021/10/18 6:04,2021/10/18 6:10,B
46163173,企业团购,配送,1482.13,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:39,2021/10/18 6:03,2021/10/18 6:10,B
46164461,企业团购,配送,92.28,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:10,2021/10/18 6:05,2021/10/18 6:10,B
46165481,企业团购,配送,3195.07,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:06,2021/10/18 6:05,2021/10/18 6:10,B
46166808,企业团购,配送,261.0,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:41,2021/10/18 6:03,2021/10/18 6:10,D
46167132,企业团购,配送,810.02,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:48,2021/10/18 6:03,2021/10/18 6:10,B
46168675,企业团购,配送,2232.8,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:56,2021/10/18 6:03,2021/10/18 6:10,B
46169071,企业团购,配送,5459.6,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 14:00,2021/10/18 6:03,2021/10/18 6:10,B
46170779,企业团购,配送,130.0,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 14:01,2021/10/18 6:03,2021/10/18 6:10,B
46171244,企业团购,配送,1989.43,2021-10-18 06:00:00 - 2021-10-18 09:00:00,2021/10/17 15:01,2021/10/18 6:09,2021/10/18 6:10,B
46172741,企业团购,配送,3400.0,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 20:21,2021/10/18 6:04,2021/10/18 6:10,B
46173919,企业团购,配送,70.0,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:15,2021/10/18 6:07,2021/10/18 6:10,B
46174241,企业团购,配送,3144.66,2021-10-18 06:00:00 - 2021-10-18 07:40:00,2021/10/17 17:23,2021/10/18 6:06,2021/10/18 6:10,B
46175897,企业团购,配送,4272.17,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 19:02,2021/10/18 6:14,2021/10/18 6:20,B
46176844,企业团购,配送,12609.15,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 19:00,2021/10/18 6:14,2021/10/18 6:20,B
46177294,企业团购,配送,3592.89,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 18:31,2021/10/18 6:16,2021/10/18 6:20,B
46178011,企业团购,配送,35.4,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 22:01,2021/10/18 6:11,2021/10/18 6:20,D
46179268,企业团购,配送,8000.0,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 19:16,2021/10/18 6:14,2021/10/18 6:20,B
46180655,企业团购,配送,284.05,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 19:31,2021/10/18 6:10,2021/10/18 6:20,D
46181934,企业团购,配送,60.5,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 19:32,2021/10/18 6:10,2021/10/18 6:20,B
46182185,企业团购,配送,1397.8,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 19:52,2021/10/18 6:19,2021/10/18 6:20,B
46183217,企业团购,配送,35.78,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 20:34,2021/10/18 6:14,2021/10/18 6:20,D
46184766,企业团购,配送,76.0,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 22:21,2021/10/18 6:19,2021/10/18 6:20,B
46185348,企业团购,配送,135.0,2021-10-18 08:00:00 - 2021-10-18 09:00:00,2021/10/17 22:13,2021/10/18 6:12,2021/10/18 6:20,B
46186598,企业团购,配送,3659.28,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 19:12,2021/10/18 6:14,2021/10/18 6:20,B
46187780,企业团购,配送,679.18,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 20:35,2021/10/18 6:14,2021/10/18 6:20,B
46188684,企业团购,配送,1541.15,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:56,2021/10/18 6:11,2021/10/18 6:20,B
46189940,企业团购,配送,417.75,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 17:43,2021/10/18 6:14,2021/10/18 6:20,D
46190781,企业团购,配送,1460.95,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 17:39,2021/10/18 6:12,2021/10/18 6:20,B
46191655,企业团购,配送,789.58,2021-10-18 06:00:00 - 2021-10-18 09:00:00,2021/10/17 17:13,2021/10/18 6:16,2021/10/18 6:20,B
46192307,企业团购,配送,10497.68,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:59,2021/10/18 6:18,2021/10/18 6:20,B
46193515,企业团购,配送,8297.58,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:40,2021/10/18 6:13,2021/10/18 6:20,B
46194486,企业团购,配送,1252.03,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:36,2021/10/18 6:13,2021/10/18 6:20,B
46195740,企业团购,配送,1727.46,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 16:30,2021/10/18 6:18,2021/10/18 6:20,B
46196512,企业团购,配送,3419.92,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 17:47,2021/10/18 6:20,2021/10/18 6:20,B
46197178,企业团购,配送,399.0,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 13:59,2021/10/18 6:11,2021/10/18 6:20,D
46198541,企业团购,配送,1179.24,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 14:37,2021/10/18 6:19,2021/10/18 6:20,B
46199839,企业团购,配送,1704.37,2021-10-18 08:00:00 - 2021-10-18 09:00:00,2021/10/17 15:07,2021/10/18 6:12,2021/10/18 6:20,B
46200359,企业团购,配送,785.71,2021-10-18 06:00:00 - 2021-10-18 09:00:00,2021/10/17 15:02,2021/10/18 6:16,2021/10/18 6:20,B
46201750,企业团购,配送,3447.93,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 14:37,2021/10/18 6:11,2021/10/18 6:20,B
46202970,企业团购,配送,742.0,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 22:37,2021/10/18 6:11,2021/10/18 6:20,B
46203464,企业团购,配送,1157.72,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 23:19,2021/10/18 6:20,2021/10/18 6:20,B
46204019,企业团购,配送,907.9,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 15:14,2021/10/18 6:27,2021/10/18 6:30,B
46205733,企业团购,配送,1337.24,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 20:32,2021/10/18 6:26,2021/10/18 6:30,B
46206888,企业团购,配送,6404.77,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 21:03,2021/10/18 6:26,2021/10/18 6:30,B
46207757,企业团购,配送,27.7,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/17 20:59,2021/10/18 6:32,2021/10/18 6:40,D
46208613,企业团购,配送,1792.4,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/18 6:01,2021/10/18 6:32,2021/10/18 6:40,B
46209157,企业团购,配送,5119.1,2021-10-18 06:00:00 - 2021-10-18 09:00:00,2021/10/17 15:52,2021/10/18 6:34,2021/10/18 6:40,B
46210604,企业团购,配送,971.79,2021-10-18 06:00:00 - 2021-10-18 09:30:00,2021/10/17 17:34,2021/10/18 6:37,2021/10/18 6:40,B
46211964,企业团购,配送,1124.19,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 14:59,2021/10/18 6:42,2021/10/18 6:50,B
46212321,企业团购,配送,255.78,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 15:36,2021/10/18 6:42,2021/10/18 6:50,D
46213258,企业团购,配送,465.75,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 21:18,2021/10/18 6:42,2021/10/18 6:50,D
46214878,企业团购,配送,6696.62,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/17 15:46,2021/10/18 6:42,2021/10/18 6:50,B
46215783,企业团购,配送,2113.36,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/17 21:16,2021/10/18 6:42,2021/10/18 6:50,B
46216656,企业团购,配送,191.03,2021-10-18 09:30:00 - 2021-10-18 10:30:00,2021/10/17 22:06,2021/10/17 22:36,2021/10/18 8:57,A
46217276,企业团购,配送,448.0,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/18 9:12,2021/10/18 9:25,2021/10/18 9:30,D
46218580,企业团购,配送,427.11,2021-10-17 15:00:00 - 2021-10-17 16:00:00,2021/10/16 21:55,2021/10/17 15:27,2021/10/18 9:40,D
46219736,饿了么,配送,75.2,2021-10-18 10:15:00 - 2021-10-18 10:15:00,2021/10/18 8:39,2021/10/18 8:44,2021/10/18 10:05,D
46220944,企业团购,配送,2140.16,2021-10-18 06:00:00 - 2021-10-18 16:00:00,2021/10/18 9:38,2021/10/18 10:10,2021/10/18 10:10,B
46221855,饿了么,配送,159.9,2021-10-18 09:53:00 - 2021-10-18 10:40:00,2021/10/18 9:53,2021/10/18 9:58,2021/10/18 10:10,D
46222340,饿了么,配送,44.5,2021-10-18 09:29:00 - 2021-10-18 10:25:00,2021/10/18 9:29,2021/10/18 9:42,2021/10/18 10:13,D
46223981,饿了么,配送,146.5,2021-10-18 10:30:00 - 2021-10-18 10:30:00,2021/10/18 5:11,2021/10/18 8:09,2021/10/18 10:17,D
46224970,企业团购,配送,1071.95,2021-10-18 06:00:00 - 2021-10-18 17:00:00,2021/10/18 9:46,2021/10/18 10:10,2021/10/18 10:20,B
46225438,企业团购,配送,1573.33,2021-10-18 06:00:00 - 2021-10-18 16:00:00,2021/10/18 9:44,2021/10/18 10:10,2021/10/18 10:20,B
46226317,企业团购,配送,1403.2,2021-10-18 06:00:00 - 2021-10-18 16:00:00,2021/10/18 9:41,2021/10/18 10:11,2021/10/18 10:20,B
46227034,企业团购,配送,1527.74,2021-10-18 06:00:00 - 2021-10-18 16:00:00,2021/10/18 9:40,2021/10/18 10:10,2021/10/18 10:20,B
46228574,美团,配送,278.6,2021-10-18 10:17:00 - 2021-10-18 11:17:00,2021/10/18 10:17,2021/10/18 10:22,2021/10/18 10:50,D
46129320,企业团购,配送,450.01,2021-10-17 15:00:00 - 2021-10-17 16:00:00,2021/10/16 11:03,2021/10/17 15:27,2021/10/18 10:50,D
46230432,企业团购,配送,175.9,2021-10-18 11:30:00 - 2021-10-18 12:30:00,2021/10/18 10:44,2021/10/18 10:47,2021/10/18 10:54,A
46231047,企业团购,配送,4604.66,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 9:40,2021/10/18 10:52,2021/10/18 11:00,B
46232297,企业团购,配送,1415.3,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 9:29,2021/10/18 10:52,2021/10/18 11:00,B
46233673,饿了么,配送,108.1,2021-10-18 10:12:00 - 2021-10-18 11:28:00,2021/10/18 10:10,2021/10/18 10:17,2021/10/18 11:07,D
46234730,企业团购,配送,7632.0,2021-10-18 06:00:00 - 2021-10-18 16:00:00,2021/10/18 9:34,2021/10/18 11:19,2021/10/18 11:20,B
46235747,企业团购,配送,485.8,2021-10-17 15:00:00 - 2021-10-17 16:00:00,2021/10/16 23:43,2021/10/17 15:27,2021/10/18 11:25,D
46236551,企业团购,配送,85.5,2021-10-18 15:00:00 - 2021-10-18 16:00:00,2021/10/17 10:27,2021/10/17 15:27,2021/10/18 11:26,B
46237744,企业团购,配送,4752.0,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 11:03,2021/10/18 11:37,2021/10/18 11:40,B
46238562,企业团购,配送,3402.0,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 11:03,2021/10/18 11:37,2021/10/18 11:40,B
46239487,企业团购,配送,5056.0,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 10:22,2021/10/18 11:42,2021/10/18 11:50,B
46140340,企业团购,配送,173.8,2021-10-17 15:00:00 - 2021-10-17 16:00:00,2021/10/16 7:48,2021/10/17 15:27,2021/10/18 11:50,A
46141151,企业团购,配送,381.98,2021-10-16 15:00:00 - 2021-10-16 16:00:00,2021/10/15 18:40,2021/10/16 15:28,2021/10/18 11:51,D
46142426,企业团购,配送,91.18,2021-10-17 15:00:00 - 2021-10-17 16:00:00,2021/10/16 7:47,2021/10/17 15:27,2021/10/18 12:00,B
46243658,饿了么,配送,17.0,2021-10-18 12:46:00 - 2021-10-18 13:31:00,2021/10/18 12:46,2021/10/18 12:51,2021/10/18 13:12,D
46244390,饿了么,配送,204.29,2021-10-18 12:18:00 - 2021-10-18 13:52:00,2021/10/18 12:18,2021/10/18 12:29,2021/10/18 13:13,D
46245326,企业团购,配送,471.0,2021-10-18 06:00:00 - 2021-10-18 17:00:00,2021/10/18 13:00,2021/10/18 13:12,2021/10/18 13:20,D
46246334,京东到家,配送,119.8,2021-10-18 13:18:00 - 2021-10-18 14:13:00,2021/10/18 13:02,2021/10/18 13:05,2021/10/18 13:25,C
46247571,企业团购,配送,32.9,2021-10-18 13:30:00 - 2021-10-18 14:30:00,2021/10/18 12:55,2021/10/18 13:01,2021/10/18 13:29,D
46248994,企业团购,配送,119.5,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 12:57,2021/10/18 13:21,2021/10/18 13:30,B
46249393,饿了么,配送,140.4,2021-10-18 13:14:00 - 2021-10-18 14:32:00,2021/10/18 13:14,2021/10/18 13:24,2021/10/18 13:44,D
46250139,企业团购,配送,2683.88,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/18 13:49,2021/10/18 13:50,2021/10/18 14:00,B
46251028,企业团购,配送,1005.6,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 14:44,2021/10/18 14:46,2021/10/18 14:50,B
46252310,美团,配送,102.1,2021-10-18 14:12:00 - 2021-10-18 15:12:00,2021/10/18 14:12,2021/10/18 14:18,2021/10/18 15:10,C
46253270,企业团购,配送,1276.4,2021-10-18 08:00:00 - 2021-10-18 17:00:00,2021/10/18 15:02,2021/10/18 15:02,2021/10/18 15:10,B
46154485,企业团购,配送,653.56,2021-10-17 15:00:00 - 2021-10-17 16:00:00,2021/10/16 14:58,2021/10/17 15:27,2021/10/18 15:10,B
46255024,企业团购,配送,60.5,2021-10-18 06:00:00 - 2021-10-18 08:30:00,2021/10/18 15:22,2021/10/18 15:23,2021/10/18 15:30,B
46356632,企业团购,配送,1727.46,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/18 15:30,2021/10/18 15:31,2021/10/18 15:40,B
46357694,企业团购,配送,10728.68,2021-10-18 06:00:00 - 2021-10-18 08:00:00,2021/10/18 15:30,2021/10/18 15:31,2021/10/18 15:40,B
46158790,企业团购,配送,845.76,2021-10-16 15:00:00 - 2021-10-16 16:00:00,2021/10/15 17:54,2021/10/16 15:28,2021/10/18 15:55,B
46359590,企业团购,配送,1067.83,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/18 16:20,2021/10/18 16:23,2021/10/18 16:30,B
46360076,企业团购,配送,3123.73,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/18 16:22,2021/10/18 16:23,2021/10/18 16:30,B
46361989,饿了么,配送,353.8,2021-10-18 16:17:00 - 2021-10-18 17:20:00,2021/10/18 16:17,2021/10/18 16:27,2021/10/18 16:50,D
46262063,京东到家,配送,202.0,2021-10-18 17:00:00 - 2021-10-18 17:55:00,2021/10/18 13:19,2021/10/18 13:25,2021/10/18 17:10,C
46363919,饿了么,配送,201.06,2021-10-18 16:08:00 - 2021-10-18 17:13:00,2021/10/18 16:08,2021/10/18 16:19,2021/10/18 17:16,D
46364480,企业团购,配送,340.0,2021-10-18 06:00:00 - 2021-10-18 07:30:00,2021/10/18 16:48,2021/10/18 17:14,2021/10/18 17:20,D
46365684,企业团购,配送,91.4,2021-10-18 17:30:00 - 2021-10-18 18:30:00,2021/10/18 16:38,2021/10/18 16:59,2021/10/18 17:21,B
46366422,饿了么,配送,99.1,2021-10-18 17:20:00 - 2021-10-18 18:02:00,2021/10/18 17:20,2021/10/18 17:25,2021/10/18 17:39,D
46367856,饿了么,配送,128.5,2021-10-18 17:21:00 - 2021-10-18 18:16:00,2021/10/18 17:20,2021/10/18 17:30,2021/10/18 17:46,D
46368181,美团,配送,49.6,2021-10-18 17:53:00 - 2021-10-18 18:53:00,2021/10/18 17:53,2021/10/18 17:58,2021/10/18 18:08,D
46369267,美团,配送,125.2,2021-10-18 17:16:00 - 2021-10-18 18:16:00,2021/10/18 17:15,2021/10/18 17:22,2021/10/18 18:10,C
46270967,企业团购,配送,134.8,2021-10-18 15:00:00 - 2021-10-18 16:00:00,2021/10/17 11:05,2021/10/17 15:27,2021/10/18 18:40,B
46371809,饿了么,配送,33.4,2021-10-18 18:34:00 - 2021-10-18 19:14:00,2021/10/18 18:34,2021/10/18 18:40,2021/10/18 18:46,D
46372571,美团,配送,105.32,2021-10-18 19:05:00 - 2021-10-18 20:05:00,2021/10/18 19:05,2021/10/18 19:18,2021/10/18 19:53,C
46373463,企业团购,配送,151.3,2021-10-18 20:30:00 - 2021-10-18 21:30:00,2021/10/18 19:21,2021/10/18 19:39,2021/10/18 20:09,C
46374146,企业团购,配送,239.6,2021-10-19 08:30:00 - 2021-10-19 09:30:00,2021/10/18 20:07,2021/10/18 20:19,2021/10/18 20:20,D
46375835,美团,配送,157.5,2021-10-18 20:01:00 - 2021-10-18 21:01:00,2021/10/18 20:01,2021/10/18 20:10,2021/10/18 20:21,C
46376746,美团,配送,25.6,2021-10-18 20:24:00 - 2021-10-18 21:24:00,2021/10/18 20:24,2021/10/18 20:30,2021/10/18 21:04,D
46377747,企业团购,配送,117.6,2021-10-19 08:30:00 - 2021-10-19 09:30:00,2021/10/18 20:39,2021/10/18 20:49,2021/10/18 21:52,B
46378349,企业团购,配送,2898.38,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 17:38,2021/10/19 5:53,2021/10/19 6:00,B
46379381,企业团购,配送,1387.77,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 16:43,2021/10/19 5:57,2021/10/19 6:00,B
46380206,企业团购,配送,914.88,2021-10-19 07:50:00 - 2021-10-19 07:55:00,2021/10/18 17:42,2021/10/19 5:59,2021/10/19 6:00,B
46381402,企业团购,配送,4162.48,2021-10-19 06:00:00 - 2021-10-19 07:40:00,2021/10/18 16:06,2021/10/19 5:54,2021/10/19 6:00,B
46382746,企业团购,配送,85.64,2021-10-19 06:00:00 - 2021-10-19 07:40:00,2021/10/18 16:01,2021/10/19 5:54,2021/10/19 6:00,B
46383319,企业团购,配送,1972.43,2021-10-19 07:50:00 - 2021-10-19 07:55:00,2021/10/18 17:48,2021/10/19 5:59,2021/10/19 6:00,B
46384922,企业团购,配送,440.42,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 17:25,2021/10/19 5:53,2021/10/19 6:00,D
46385785,企业团购,配送,2812.57,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 15:58,2021/10/19 5:57,2021/10/19 6:00,B
46386671,企业团购,配送,50.4,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 16:42,2021/10/19 5:58,2021/10/19 6:00,B
46287758,企业团购,配送,1536.67,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:37,2021/10/19 5:52,2021/10/19 6:00,B
46288653,企业团购,配送,1690.26,2021-10-19 08:00:00 - 2021-10-19 09:00:00,2021/10/18 12:32,2021/10/19 5:58,2021/10/19 6:00,B
46289151,企业团购,配送,1160.44,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 12:33,2021/10/19 5:58,2021/10/19 6:00,B
46290411,企业团购,配送,2744.6,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:36,2021/10/19 5:52,2021/10/19 6:00,B
46291272,企业团购,配送,1170.0,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:36,2021/10/19 5:52,2021/10/19 6:00,B
46292994,企业团购,配送,770.61,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:37,2021/10/19 5:52,2021/10/19 6:00,B
46293256,企业团购,配送,114.38,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:40,2021/10/19 5:55,2021/10/19 6:00,B
46294135,企业团购,配送,1120.62,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 15:10,2021/10/19 5:59,2021/10/19 6:00,B
46295977,企业团购,配送,3428.1,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 14:15,2021/10/19 5:57,2021/10/19 6:00,B
46296366,企业团购,配送,2436.96,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:40,2021/10/19 5:55,2021/10/19 6:00,B
46397244,企业团购,配送,737.45,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 21:48,2021/10/19 5:55,2021/10/19 6:00,B
46398388,企业团购,配送,2540.51,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 16:19,2021/10/19 6:01,2021/10/19 6:10,B
46299710,企业团购,配送,615.48,2021-10-19 06:00:00 - 2021-10-19 09:00:00,2021/10/18 15:00,2021/10/19 6:01,2021/10/19 6:10,B
46400413,企业团购,配送,3341.1,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 21:17,2021/10/19 6:00,2021/10/19 6:10,B
46401604,企业团购,配送,8351.7,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 19:40,2021/10/19 6:00,2021/10/19 6:10,B
46402672,企业团购,配送,814.57,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 20:27,2021/10/19 6:02,2021/10/19 6:10,B
46403539,企业团购,配送,6471.25,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 20:33,2021/10/19 6:02,2021/10/19 6:10,B
46404070,企业团购,配送,4494.4,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 19:35,2021/10/19 6:00,2021/10/19 6:10,B
46405527,企业团购,配送,807.32,2021-10-19 06:00:00 - 2021-10-19 09:00:00,2021/10/18 16:58,2021/10/19 6:02,2021/10/19 6:10,B
46406591,企业团购,配送,776.17,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 19:15,2021/10/19 6:00,2021/10/19 6:10,B
46407064,企业团购,配送,809.0,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 17:52,2021/10/19 6:01,2021/10/19 6:10,B
46308190,企业团购,配送,7604.15,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 12:42,2021/10/19 6:39,2021/10/19 6:40,B
46409591,企业团购,配送,1967.85,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 17:36,2021/10/19 6:46,2021/10/19 6:50,B
46310760,企业团购,配送,543.48,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 14:53,2021/10/19 6:42,2021/10/19 6:50,B
46411252,企业团购,配送,575.07,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 15:27,2021/10/19 6:41,2021/10/19 6:50,B
46412672,企业团购,配送,1479.73,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 15:31,2021/10/19 6:41,2021/10/19 6:50,B
46413906,企业团购,配送,643.3,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 16:53,2021/10/19 6:46,2021/10/19 6:50,B
46414216,企业团购,配送,1206.79,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 16:30,2021/10/19 6:47,2021/10/19 6:50,B
46415411,企业团购,配送,7179.25,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 21:16,2021/10/19 6:59,2021/10/19 7:00,B
46416947,企业团购,配送,1537.61,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 19:13,2021/10/19 6:53,2021/10/19 7:00,B
46317089,企业团购,配送,781.78,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:48,2021/10/19 6:50,2021/10/19 7:00,B
46318053,企业团购,配送,1242.0,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:50,2021/10/19 6:50,2021/10/19 7:00,B
46319879,企业团购,配送,475.0,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/18 12:51,2021/10/19 6:50,2021/10/19 7:00,D
46420633,企业团购,配送,201.9,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 20:18,2021/10/19 6:53,2021/10/19 7:00,A
46321350,企业团购,配送,7431.59,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 14:29,2021/10/19 6:54,2021/10/19 7:00,B
46322138,企业团购,配送,489.89,2021-10-19 06:00:00 - 2021-10-19 08:00:00,2021/10/18 14:58,2021/10/19 6:54,2021/10/19 7:00,D
46423001,企业团购,配送,902.27,2021-10-19 06:00:00 - 2021-10-19 08:30:00,2021/10/18 19:05,2021/10/19 6:53,2021/10/19 7:00,B
46324496,企业团购,配送,802.2,2021-10-18 15:00:00 - 2021-10-18 16:00:00,2021/10/17 15:33,2021/10/18 14:16,2021/10/19 9:15,B
46425823,企业团购,配送,11764.0,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/19 9:05,2021/10/19 9:34,2021/10/19 9:40,B
46426829,企业团购,配送,4509.2,2021-10-19 06:00:00 - 2021-10-19 07:30:00,2021/10/19 9:18,2021/10/19 9:34,2021/10/19 9:40,B
46427696,企业团购,配送,1902.55,2021-10-19 06:00:00 - 2021-10-19 16:00:00,2021/10/19 9:25,2021/10/19 9:34,2021/10/19 9:40,B
46428691,企业团购,配送,167.03,2021-10-19 10:30:00 - 2021-10-19 11:30:00,2021/10/19 9:02,2021/10/19 9:24,2021/10/19 10:04,A
46429495,美团,配送,130.3,2021-10-19 10:19:00 - 2021-10-19 11:19:00,2021/10/19 10:19,2021/10/19 10:24,2021/10/19 10:35,C
46330067,企业团购,配送,457.4,2021-10-18 15:00:00 - 2021-10-18 16:00:00,2021/10/17 14:45,2021/10/18 14:16,2021/10/19 11:00,D
46431665,企业团购,配送,189.5,2021-10-19 11:30:00 - 2021-10-19 12:30:00,2021/10/19 10:34,2021/10/19 10:43,2021/10/19 11:09,A
46432200,饿了么,配送,24.7,2021-10-19 10:41:00 - 2021-10-19 11:40:00,2021/10/19 10:41,2021/10/19 10:46,2021/10/19 11:15,D
46433977,企业团购,配送,198.2,2021-10-19 12:30:00 - 2021-10-19 13:30:00,2021/10/19 11:04,2021/10/19 11:17,2021/10/19 11:55,A
46434439,企业团购,配送,166.41,2021-10-19 12:30:00 - 2021-10-19 13:30:00,2021/10/19 11:06,2021/10/19 11:17,2021/10/19 12:02,A
46435819,饿了么,配送,208.0,2021-10-19 12:04:00 - 2021-10-19 13:02:00,2021/10/19 12:03,2021/10/19 12:09,2021/10/19 12:37,D
46436348,京东到家,配送,121.8,2021-10-19 12:31:00 - 2021-10-19 13:26:00,2021/10/19 12:15,2021/10/19 12:28,2021/10/19 12:40,C
